material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T18:19:26,
Metallförpackningar,3,2023-12-07T11:52:06,
Pappersförpackningar,5,2023-12-31T07:25:42,
Tidningar,13,2023-12-28T10:54:46,
Plastförpackningar,16,2023-12-29T07:10:21,2024-05-03T00:00:00
Ofärgade glasförpackningar,18,2023-11-30T10:38:24,
Färgade glasförpackningar,19,2023-11-30T10:38:24,
