material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T11:17:51,
Metallförpackningar,3,2023-12-07T15:35:08,
Pappersförpackningar,5,2023-12-31T08:39:15,2024-05-17T00:00:00
Tidningar,13,2023-09-20T12:13:03,
Plastförpackningar,16,2023-12-26T13:15:13,
Ofärgade glasförpackningar,18,2023-11-10T14:19:15,
Färgade glasförpackningar,19,2023-11-10T14:19:15,
