material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-15T14:36:23,2023-12-22T00:00:00
Metallförpackningar,3,2023-12-06T11:40:42,
Pappersförpackningar,5,2023-12-19T08:04:58,2023-12-22T00:00:00
Tidningar,13,2023-05-24T08:48:06,
Plastförpackningar,16,2023-12-21T06:55:35,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-12-11T08:15:06,
Färgade glasförpackningar,19,2023-12-11T08:15:06,
