material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T08:15:04,2023-12-29T00:00:00
Metallförpackningar,3,2023-11-30T09:40:27,
Pappersförpackningar,5,2023-12-27T12:53:59,2023-12-29T00:00:00
Tidningar,13,2023-12-07T09:19:12,
Plastförpackningar,16,2023-12-25T16:05:42,2023-12-29T00:00:00
Ofärgade glasförpackningar,18,2023-12-22T11:30:52,
Färgade glasförpackningar,19,2023-12-22T11:30:52,
