material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T11:08:46,
Metallförpackningar,3,2023-11-21T10:20:08,
Pappersförpackningar,5,2023-12-30T06:07:04,2024-06-01T00:00:00
Tidningar,13,2023-11-09T10:49:37,
Plastförpackningar,16,2023-12-30T06:07:04,2024-06-01T00:00:00
Ofärgade glasförpackningar,18,2023-04-07T17:24:27,
Färgade glasförpackningar,19,2023-04-07T17:24:27,
