material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T10:02:20,
Metallförpackningar,3,2023-12-22T10:03:03,
Pappersförpackningar,5,2023-12-28T12:31:10,
Tidningar,13,2023-12-29T06:53:57,
Plastförpackningar,16,2023-12-28T12:31:10,
Ofärgade glasförpackningar,18,2023-12-29T06:53:57,
Färgade glasförpackningar,19,2023-12-29T06:53:57,
