material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T13:23:25,
Metallförpackningar,3,2023-12-08T15:45:41,
Pappersförpackningar,5,2023-12-30T15:16:29,
Tidningar,13,,
Plastförpackningar,16,2023-12-28T09:34:48,
Ofärgade glasförpackningar,18,2023-12-28T13:57:12,
Färgade glasförpackningar,19,2023-12-28T13:57:12,
