material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T11:02:00,
Metallförpackningar,3,2023-12-14T06:55:44,
Pappersförpackningar,5,2023-12-29T16:43:55,
Tidningar,13,2023-11-20T17:59:09,
Plastförpackningar,16,2023-12-25T08:28:53,
Ofärgade glasförpackningar,18,2023-11-22T09:28:15,
Färgade glasförpackningar,19,2023-11-22T09:28:15,
