material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T12:16:12,
Metallförpackningar,3,2023-12-19T07:43:20,
Pappersförpackningar,5,2023-12-30T06:43:39,
Tidningar,13,2022-10-11T08:21:41,
Plastförpackningar,16,2023-12-29T07:27:52,
Ofärgade glasförpackningar,18,2023-12-23T10:36:19,
Färgade glasförpackningar,19,2023-12-23T10:36:19,
