material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T07:30:23,
Metallförpackningar,3,2023-12-10T16:16:54,
Pappersförpackningar,5,2023-12-30T14:34:14,2023-12-31T00:00:00
Tidningar,13,2023-11-13T08:53:01,
Plastförpackningar,16,2023-12-30T11:42:49,2023-12-31T00:00:00
Ofärgade glasförpackningar,18,2023-12-27T16:41:36,
Färgade glasförpackningar,19,2023-12-27T16:41:36,
