material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-19T07:38:44,2023-12-26T00:00:00
Metallförpackningar,3,2023-10-26T07:55:11,
Pappersförpackningar,5,2023-12-20T11:23:01,2023-12-27T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-20T11:23:01,2023-12-27T00:00:00
Ofärgade glasförpackningar,18,2023-12-20T11:23:01,
Färgade glasförpackningar,19,2023-12-20T11:23:01,
