material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-11-20T15:23:11,
Pappersförpackningar,5,2023-12-30T08:10:40,
Tidningar,13,,
Plastförpackningar,16,2023-12-29T10:18:18,
Ofärgade glasförpackningar,18,2023-12-14T13:17:22,
Färgade glasförpackningar,19,2023-12-14T13:17:22,
