material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T13:22:15,
Metallförpackningar,3,2023-12-18T18:27:38,
Pappersförpackningar,5,2023-12-31T11:08:45,
Tidningar,13,2023-10-16T09:45:53,
Plastförpackningar,16,2023-12-25T11:27:34,
Ofärgade glasförpackningar,18,2023-09-21T09:06:42,
Färgade glasförpackningar,19,2023-09-21T09:06:42,
