material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T11:01:14,
Metallförpackningar,3,2023-12-25T12:53:07,
Pappersförpackningar,5,2023-12-31T18:02:20,2024-05-09T00:00:00
Tidningar,13,2023-12-28T08:50:26,
Plastförpackningar,16,2023-12-31T13:46:53,
Ofärgade glasförpackningar,18,2024-01-01T09:10:00,
Färgade glasförpackningar,19,2024-01-01T09:10:00,
