material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-03-29T12:19:29,2023-05-24T00:00:00
Pappersförpackningar,5,2023-04-21T09:33:42,2023-04-28T00:00:00
Tidningar,13,2022-10-31T16:23:27,
Plastförpackningar,16,2023-04-27T11:55:26,2023-05-04T00:00:00
Ofärgade glasförpackningar,18,2023-02-25T09:14:35,
Färgade glasförpackningar,19,2023-02-25T09:14:35,
