material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T12:52:38,
Metallförpackningar,3,2023-12-30T10:26:50,
Pappersförpackningar,5,2023-12-31T14:11:33,
Tidningar,13,2023-12-28T08:29:55,
Plastförpackningar,16,2023-12-31T11:20:06,
Ofärgade glasförpackningar,18,2023-12-16T14:21:04,
Färgade glasförpackningar,19,2023-12-16T14:21:04,
