material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T09:36:00,
Metallförpackningar,3,2023-12-19T12:30:09,
Pappersförpackningar,5,2023-12-31T11:08:08,
Tidningar,13,2023-10-23T07:21:01,
Plastförpackningar,16,2023-12-28T12:56:33,
Ofärgade glasförpackningar,18,2023-01-03T09:07:05,
Färgade glasförpackningar,19,2023-01-03T09:07:05,
