material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T06:45:07,
Metallförpackningar,3,2023-12-28T12:08:25,
Pappersförpackningar,5,2023-12-31T11:51:08,2024-05-13T00:00:00
Tidningar,13,2023-12-18T18:12:23,
Plastförpackningar,16,2023-12-26T12:32:29,
Ofärgade glasförpackningar,18,2023-12-16T07:45:40,
Färgade glasförpackningar,19,2023-12-16T07:45:40,
