material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T10:15:57,
Metallförpackningar,3,2023-11-30T07:33:57,
Pappersförpackningar,5,2023-12-31T10:05:40,2024-06-05T00:00:00
Tidningar,13,2023-05-23T12:41:29,
Plastförpackningar,16,2023-12-29T09:12:40,2024-06-11T00:00:00
Ofärgade glasförpackningar,18,2023-10-23T14:06:47,
Färgade glasförpackningar,19,2023-10-23T14:06:47,
