material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T10:56:15,
Metallförpackningar,3,2023-12-10T06:42:07,
Pappersförpackningar,5,2023-12-29T07:24:48,
Tidningar,13,,
Plastförpackningar,16,2023-12-28T06:28:01,
Ofärgade glasförpackningar,18,2023-11-15T08:42:18,
Färgade glasförpackningar,19,2023-11-15T08:42:18,
