material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-21T12:20:09,
Metallförpackningar,3,2023-10-11T10:00:02,
Pappersförpackningar,5,2023-12-29T07:29:08,
Tidningar,13,2023-10-18T14:49:08,
Plastförpackningar,16,2023-12-27T09:07:16,
Ofärgade glasförpackningar,18,2023-12-05T10:56:24,
Färgade glasförpackningar,19,2023-12-05T10:56:24,
