material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-18T07:27:40,
Metallförpackningar,3,2023-12-13T07:04:41,
Pappersförpackningar,5,2023-12-28T06:46:46,2023-12-30T00:00:00
Tidningar,13,2023-11-28T08:01:12,
Plastförpackningar,16,2023-12-26T06:17:34,2023-12-29T00:00:00
Ofärgade glasförpackningar,18,2023-12-13T10:00:07,
Färgade glasförpackningar,19,2023-12-13T10:00:07,
