material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T10:09:46,2023-12-29T00:00:00
Metallförpackningar,3,2023-12-07T21:21:38,
Pappersförpackningar,5,2023-12-25T20:41:34,2023-12-29T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-27T09:34:32,
Ofärgade glasförpackningar,18,2023-12-27T17:44:11,
Färgade glasförpackningar,19,2023-12-27T17:44:11,
