material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T09:17:04,
Metallförpackningar,3,2023-12-06T14:27:14,
Pappersförpackningar,5,2023-12-31T13:49:53,
Tidningar,13,2023-12-08T11:42:57,
Plastförpackningar,16,2023-12-28T13:45:05,
Ofärgade glasförpackningar,18,2024-01-03T10:51:48,
Färgade glasförpackningar,19,2024-01-03T10:51:48,
