material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-08-25T10:43:22,2023-08-30T00:00:00
Metallförpackningar,3,2023-08-24T07:07:21,2023-10-19T00:00:00
Pappersförpackningar,5,2023-08-28T08:31:10,2023-09-01T00:00:00
Tidningar,13,2023-08-16T08:46:10,
Plastförpackningar,16,2023-08-15T16:08:50,2023-08-29T00:00:00
Ofärgade glasförpackningar,18,2023-07-06T10:52:39,
Färgade glasförpackningar,19,2023-07-06T10:52:39,
