material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T09:55:33,
Metallförpackningar,3,2023-09-26T20:15:50,
Pappersförpackningar,5,2023-12-30T10:07:55,2024-06-09T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-26T20:10:18,2024-06-11T00:00:00
Ofärgade glasförpackningar,18,2023-11-21T12:23:41,
Färgade glasförpackningar,19,2023-11-21T12:23:41,
