material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T08:01:59,
Metallförpackningar,3,2023-12-06T11:26:18,
Pappersförpackningar,5,2023-12-31T14:51:34,
Tidningar,13,2023-12-08T09:04:15,
Plastförpackningar,16,2023-12-31T16:35:40,
Ofärgade glasförpackningar,18,2023-12-31T17:13:31,
Färgade glasförpackningar,19,2023-12-31T17:13:31,
