material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T07:58:37,2023-12-28T00:00:00
Metallförpackningar,3,2023-12-12T12:24:07,
Pappersförpackningar,5,2023-12-27T06:49:27,2023-12-29T00:00:00
Tidningar,13,2023-12-18T13:28:56,
Plastförpackningar,16,2023-12-21T07:14:02,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-07-27T07:27:01,
Färgade glasförpackningar,19,2023-07-27T07:27:01,
