material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-11-23T08:56:58,2023-12-21T00:00:00
Metallförpackningar,3,2023-12-07T14:02:07,
Pappersförpackningar,5,2023-12-19T07:23:42,2023-12-26T00:00:00
Tidningar,13,2023-09-21T17:37:36,
Plastförpackningar,16,2023-12-12T06:07:09,2023-12-26T00:00:00
Ofärgade glasförpackningar,18,2023-09-21T17:37:36,
Färgade glasförpackningar,19,2023-09-21T17:37:36,
