material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-09-20T06:40:35,
Pappersförpackningar,5,2023-12-28T11:54:46,2024-05-16T00:00:00
Tidningar,13,2023-09-20T06:40:35,
Plastförpackningar,16,2023-12-28T11:54:46,2024-05-13T00:00:00
Ofärgade glasförpackningar,18,2023-12-06T14:32:44,
Färgade glasförpackningar,19,2023-12-06T14:32:44,
