material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T15:20:43,
Metallförpackningar,3,2023-10-04T19:44:19,
Pappersförpackningar,5,2023-12-27T17:31:19,
Tidningar,13,,
Plastförpackningar,16,2023-12-27T17:31:19,
Ofärgade glasförpackningar,18,2023-12-06T17:40:17,
Färgade glasförpackningar,19,2023-12-06T17:40:17,
