material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T08:30:20,2023-12-28T00:00:00
Metallförpackningar,3,2023-12-07T12:18:53,
Pappersförpackningar,5,2023-12-25T16:42:38,2023-12-27T00:00:00
Tidningar,13,2023-12-06T15:39:38,
Plastförpackningar,16,2023-12-26T15:36:58,2023-12-29T00:00:00
Ofärgade glasförpackningar,18,2023-12-20T16:01:39,
Färgade glasförpackningar,19,2023-12-20T16:01:39,
