material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T06:53:17,
Metallförpackningar,3,2023-12-28T13:51:36,
Pappersförpackningar,5,2023-12-31T13:28:24,
Tidningar,13,2023-11-20T09:37:54,
Plastförpackningar,16,2023-12-31T17:04:26,
Ofärgade glasförpackningar,18,2023-12-31T13:37:14,
Färgade glasförpackningar,19,2023-12-31T13:37:14,
