material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T14:04:18,2023-12-31T00:00:00
Metallförpackningar,3,2023-12-12T19:09:28,
Pappersförpackningar,5,2023-12-28T08:01:03,2023-12-31T00:00:00
Tidningar,13,2023-08-08T10:23:02,
Plastförpackningar,16,2023-12-26T10:53:14,2023-12-30T00:00:00
Ofärgade glasförpackningar,18,2023-10-16T18:58:23,
Färgade glasförpackningar,19,2023-10-16T18:58:23,
