material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T12:07:15,2023-12-26T00:00:00
Metallförpackningar,3,2023-11-30T12:34:26,
Pappersförpackningar,5,2023-12-21T10:40:06,2023-12-23T00:00:00
Tidningar,13,2023-11-28T14:06:05,
Plastförpackningar,16,2023-12-20T08:01:50,2023-12-27T00:00:00
Ofärgade glasförpackningar,18,2023-10-10T16:22:47,
Färgade glasförpackningar,19,2023-10-10T16:22:47,
