material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T08:38:41,
Metallförpackningar,3,2023-12-07T10:53:17,
Pappersförpackningar,5,2023-12-29T08:26:18,
Tidningar,13,2023-12-06T16:13:25,
Plastförpackningar,16,2023-12-25T09:25:41,
Ofärgade glasförpackningar,18,2023-10-24T08:43:17,
Färgade glasförpackningar,19,2023-10-24T08:43:17,
