material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T10:18:35,
Metallförpackningar,3,2023-12-29T08:21:58,
Pappersförpackningar,5,2023-12-31T09:10:50,
Tidningar,13,2023-12-14T16:23:36,
Plastförpackningar,16,2023-12-29T19:35:04,2024-06-14T00:00:00
Ofärgade glasförpackningar,18,2023-11-22T13:20:51,
Färgade glasförpackningar,19,2023-11-22T13:20:51,
