material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T15:23:19,
Metallförpackningar,3,2023-11-23T14:29:56,
Pappersförpackningar,5,2023-12-30T13:23:13,
Tidningar,13,2022-01-17T17:06:34,
Plastförpackningar,16,2023-12-30T08:26:53,
Ofärgade glasförpackningar,18,2023-12-19T15:18:41,
Färgade glasförpackningar,19,2023-12-19T15:18:41,
