material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T03:32:00,2023-12-29T00:00:00
Metallförpackningar,3,2023-10-10T11:05:54,2023-12-28T00:00:00
Pappersförpackningar,5,2023-12-25T18:43:00,2023-12-29T00:00:00
Tidningar,13,2023-12-04T19:49:08,
Plastförpackningar,16,2023-12-26T18:21:42,
Ofärgade glasförpackningar,18,2023-12-19T16:11:06,
Färgade glasförpackningar,19,2023-12-19T16:11:06,
