material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T13:01:09,
Metallförpackningar,3,2023-11-07T11:44:17,
Pappersförpackningar,5,2023-12-30T07:23:10,
Tidningar,13,2023-12-14T15:23:04,
Plastförpackningar,16,2023-12-30T19:26:58,
Ofärgade glasförpackningar,18,2023-08-05T09:39:45,
Färgade glasförpackningar,19,2023-08-05T09:39:45,
