material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-20T07:57:16,
Metallförpackningar,3,2023-11-14T11:46:58,
Pappersförpackningar,5,2023-12-25T13:00:00,
Tidningar,13,2023-09-12T06:19:01,
Plastförpackningar,16,2023-11-29T13:22:43,
Ofärgade glasförpackningar,18,2023-09-07T09:35:29,
Färgade glasförpackningar,19,2023-09-07T09:35:29,
