material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T07:01:09,
Metallförpackningar,3,2023-10-24T15:54:57,
Pappersförpackningar,5,2023-12-30T10:07:04,2023-12-31T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-29T12:25:28,
Ofärgade glasförpackningar,18,2023-11-02T19:08:21,
Färgade glasförpackningar,19,2023-11-02T19:08:21,
