material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T11:18:07,
Metallförpackningar,3,2023-12-10T10:44:27,2024-06-09T00:00:00
Pappersförpackningar,5,2023-12-31T08:07:50,2024-06-07T00:00:00
Tidningar,13,2023-09-28T10:20:43,
Plastförpackningar,16,2023-12-29T08:19:18,2024-06-07T00:00:00
Ofärgade glasförpackningar,18,2023-12-19T10:52:55,
Färgade glasförpackningar,19,2023-12-19T10:52:55,
