material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T10:25:05,
Metallförpackningar,3,2023-12-14T13:26:00,
Pappersförpackningar,5,2023-12-29T07:51:10,
Tidningar,13,2023-12-11T14:20:31,
Plastförpackningar,16,2023-12-28T07:21:31,
Ofärgade glasförpackningar,18,2022-10-11T12:10:29,
Färgade glasförpackningar,19,2022-10-11T12:10:29,
