material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-13T08:17:38,2023-12-20T00:00:00
Pappersförpackningar,5,2023-12-08T09:19:24,2023-12-22T00:00:00
Tidningar,13,2022-11-24T15:34:37,
Plastförpackningar,16,2023-12-07T12:06:06,
Ofärgade glasförpackningar,18,2023-11-30T07:51:29,
Färgade glasförpackningar,19,2023-11-30T07:51:29,
