material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T07:50:38,
Metallförpackningar,3,2023-12-25T20:02:04,
Pappersförpackningar,5,2023-12-31T16:56:51,
Tidningar,13,2023-12-25T10:31:58,
Plastförpackningar,16,2023-12-31T13:03:11,
Ofärgade glasförpackningar,18,2023-12-29T09:00:56,
Färgade glasförpackningar,19,2023-12-29T09:00:56,
