material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T13:59:41,
Metallförpackningar,3,2023-11-29T12:20:39,
Pappersförpackningar,5,2023-12-26T06:19:07,
Tidningar,13,2022-07-28T11:41:45,
Plastförpackningar,16,2023-12-26T06:19:07,
Ofärgade glasförpackningar,18,2023-12-21T11:59:19,
Färgade glasförpackningar,19,2023-12-21T11:59:19,
