material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T09:43:07,
Metallförpackningar,3,2023-12-14T08:53:43,
Pappersförpackningar,5,2023-12-25T10:12:42,
Tidningar,13,2023-10-03T16:47:56,
Plastförpackningar,16,2023-12-20T11:45:11,
Ofärgade glasförpackningar,18,2023-09-25T16:25:57,
Färgade glasförpackningar,19,2023-09-25T16:25:57,
