material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T13:38:08,
Metallförpackningar,3,2023-12-07T09:44:36,
Pappersförpackningar,5,2023-12-30T11:54:44,
Tidningar,13,2022-01-09T19:20:59,
Plastförpackningar,16,2023-12-29T16:50:49,
Ofärgade glasförpackningar,18,2023-12-18T14:48:39,
Färgade glasförpackningar,19,2023-12-18T14:48:39,
