material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T08:37:30,
Metallförpackningar,3,2023-12-21T15:13:21,
Pappersförpackningar,5,2023-12-31T08:27:49,
Tidningar,13,,
Plastförpackningar,16,2023-12-29T12:48:57,
Ofärgade glasförpackningar,18,2023-12-27T19:15:54,
Färgade glasförpackningar,19,2023-12-27T19:15:54,
