material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T09:34:44,
Metallförpackningar,3,2023-12-22T11:45:22,
Pappersförpackningar,5,2023-12-29T14:01:03,
Tidningar,13,2023-11-26T18:56:09,
Plastförpackningar,16,2023-12-26T11:52:21,
Ofärgade glasförpackningar,18,2023-11-18T15:15:08,
Färgade glasförpackningar,19,2023-11-18T15:15:08,
