material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T08:20:23,
Metallförpackningar,3,2023-12-11T16:03:10,
Pappersförpackningar,5,2023-12-31T10:37:52,
Tidningar,13,2023-11-06T10:09:35,
Plastförpackningar,16,2023-12-29T14:36:10,
Ofärgade glasförpackningar,18,2023-11-26T16:13:50,
Färgade glasförpackningar,19,2023-11-26T16:13:50,
