material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-24T11:33:14,2023-12-28T00:00:00
Metallförpackningar,3,2023-03-22T14:54:55,
Pappersförpackningar,5,2023-12-21T06:20:51,2023-12-28T00:00:00
Tidningar,13,2023-12-07T11:21:54,
Plastförpackningar,16,2023-12-26T13:23:03,
Ofärgade glasförpackningar,18,2023-07-11T07:55:04,
Färgade glasförpackningar,19,2023-07-11T07:55:04,
