material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-20T08:31:26,2023-12-27T00:00:00
Metallförpackningar,3,2023-12-09T15:16:51,
Pappersförpackningar,5,2023-12-25T08:18:39,2023-12-27T00:00:00
Tidningar,13,2023-12-06T09:16:13,
Plastförpackningar,16,2023-12-06T15:13:49,2023-12-27T00:00:00
Ofärgade glasförpackningar,18,2023-12-24T07:28:23,
Färgade glasförpackningar,19,2023-12-24T07:28:23,
