material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-15T07:02:24,2023-12-22T00:00:00
Metallförpackningar,3,2023-12-10T10:48:02,
Pappersförpackningar,5,2023-12-11T10:55:04,2023-12-25T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-10-26T09:49:37,
Ofärgade glasförpackningar,18,2023-09-20T18:34:12,
Färgade glasförpackningar,19,2023-09-20T18:34:12,
