material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T07:32:44,2023-12-26T00:00:00
Metallförpackningar,3,2023-11-16T10:19:42,
Pappersförpackningar,5,2023-12-23T13:56:35,2023-12-25T00:00:00
Tidningar,13,2023-11-28T18:27:59,
Plastförpackningar,16,2023-12-18T13:42:30,
Ofärgade glasförpackningar,18,2023-12-20T10:45:10,
Färgade glasförpackningar,19,2023-12-20T10:45:10,
