material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-10-18T08:13:41,
Pappersförpackningar,5,2023-12-27T13:36:56,
Tidningar,13,2023-12-14T12:19:27,
Plastförpackningar,16,2023-12-14T09:00:48,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-12-12T15:24:12,
Färgade glasförpackningar,19,2023-12-12T15:24:12,
