material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T14:42:20,
Metallförpackningar,3,2023-12-07T12:49:09,
Pappersförpackningar,5,2023-12-28T08:41:56,2023-12-30T00:00:00
Tidningar,13,2022-01-17T18:50:27,
Plastförpackningar,16,2023-12-26T14:11:40,
Ofärgade glasförpackningar,18,2023-12-27T08:58:06,
Färgade glasförpackningar,19,2023-12-27T08:58:06,
