material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T12:56:23,
Metallförpackningar,3,2023-12-08T16:17:32,
Pappersförpackningar,5,2023-12-30T14:49:19,
Tidningar,13,,
Plastförpackningar,16,2023-12-28T13:27:57,
Ofärgade glasförpackningar,18,2023-12-28T13:37:12,
Färgade glasförpackningar,19,2023-12-28T13:37:12,
