material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-06T08:40:00,2023-12-20T00:00:00
Metallförpackningar,3,2023-11-29T13:14:23,2023-12-27T00:00:00
Pappersförpackningar,5,2023-12-19T18:52:19,2023-12-26T00:00:00
Tidningar,13,2023-12-05T07:35:29,
Plastförpackningar,16,2023-12-13T19:26:11,2023-12-20T00:00:00
Ofärgade glasförpackningar,18,2023-10-18T16:26:59,
Färgade glasförpackningar,19,2023-10-18T16:26:59,
