material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T13:44:52,
Metallförpackningar,3,2023-12-29T12:56:31,
Pappersförpackningar,5,2023-12-30T08:10:31,2023-12-31T00:00:00
Tidningar,13,2023-11-07T13:58:13,
Plastförpackningar,16,2023-12-30T07:12:00,2023-12-31T00:00:00
Ofärgade glasförpackningar,18,2023-12-26T15:10:43,
Färgade glasförpackningar,19,2023-12-26T15:10:43,
