material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-19T09:55:29,2023-12-26T00:00:00
Metallförpackningar,3,2023-10-11T12:30:12,
Pappersförpackningar,5,2023-12-19T07:55:08,
Tidningar,13,2023-03-28T08:22:55,
Plastförpackningar,16,2023-11-16T13:55:44,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-11-27T08:48:04,
Färgade glasförpackningar,19,2023-11-27T08:48:04,
