material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T10:03:57,
Metallförpackningar,3,2023-12-20T13:41:18,2023-12-28T00:00:00
Pappersförpackningar,5,2023-12-27T06:33:30,2023-12-28T00:00:00
Tidningar,13,2023-12-25T06:32:07,
Plastförpackningar,16,2023-12-25T14:59:38,2023-12-29T00:00:00
Ofärgade glasförpackningar,18,2023-12-05T09:43:33,
Färgade glasförpackningar,19,2023-12-05T09:43:33,
