material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T08:41:04,
Metallförpackningar,3,2023-12-27T06:52:55,
Pappersförpackningar,5,2023-12-31T10:27:34,
Tidningar,13,2024-01-04T07:15:02,
Plastförpackningar,16,2023-12-28T16:00:59,
Ofärgade glasförpackningar,18,2023-09-04T11:57:27,
Färgade glasförpackningar,19,2023-09-04T11:57:27,
